Date : 2026-05-02 17:54:01
Directory : d:\Projects\C\cleonos
Total : 1573 files,  448049 codes, 96912 comments, 83913 blanks, all 628874 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\Projects\C\cleonos\cleonos\c\apps\exit_main.c                                                                                                | C                |         54 |          0 |         12 |         66 |
| d:\Projects\C\cleonos\cleonos\c\apps\fastfetch_main.c                                                                                           | C                |        187 |          0 |         32 |        219 |
| d:\Projects\C\cleonos\cleonos\c\apps\fbdrv_main.c                                                                                               | C                |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\c\apps\fdtest_main.c                                                                                              | C                |         30 |          0 |         11 |         41 |
| d:\Projects\C\cleonos\cleonos\c\apps\fg_main.c                                                                                                  | C                |        149 |          0 |         36 |        185 |
| d:\Projects\C\cleonos\cleonos\c\apps\file_explorer_heap.c                                                                                       | C                |          2 |          0 |          1 |          3 |
| d:\Projects\C\cleonos\cleonos\c\apps\file_explorer_main.c                                                                                       | C                |        972 |          0 |        114 |      1,086 |
| d:\Projects\C\cleonos\cleonos\c\apps\fsstat_main.c                                                                                              | C                |         46 |          0 |          9 |         55 |
| d:\Projects\C\cleonos\cleonos\c\apps\grep_main.c                                                                                                | C                |        196 |          0 |         53 |        249 |
| d:\Projects\C\cleonos\cleonos\c\apps\head_main.c                                                                                                | C                |        165 |          0 |         46 |        211 |
| d:\Projects\C\cleonos\cleonos\c\apps\hello_main.c                                                                                               | C                |          5 |          0 |          2 |          7 |
| d:\Projects\C\cleonos\cleonos\c\apps\help_main.c                                                                                                | C                |         94 |          0 |          9 |        103 |
| d:\Projects\C\cleonos\cleonos\c\apps\httpget_heap.c                                                                                             | C                |          2 |          0 |          1 |          3 |
| d:\Projects\C\cleonos\cleonos\c\apps\httpget_main.c                                                                                             | C                |        556 |          0 |        119 |        675 |
| d:\Projects\C\cleonos\cleonos\c\apps\ifconfig_main.c                                                                                            | C                |         82 |          0 |         20 |        102 |
| d:\Projects\C\cleonos\cleonos\c\apps\jobs_main.c                                                                                                | C                |        120 |          0 |         26 |        146 |
| d:\Projects\C\cleonos\cleonos\c\apps\kbddrv_main.c                                                                                              | C                |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\c\apps\kbdstat_main.c                                                                                             | C                |         44 |          0 |          9 |         53 |
| d:\Projects\C\cleonos\cleonos\c\apps\kdbg_main.c                                                                                                | C                |        213 |          0 |         56 |        269 |
| d:\Projects\C\cleonos\cleonos\c\apps\kill_main.c                                                                                                | C                |        144 |          0 |         39 |        183 |
| d:\Projects\C\cleonos\cleonos\c\apps\libctest_main.c                                                                                            | C                |        219 |          0 |         39 |        258 |
| d:\Projects\C\cleonos\cleonos\c\apps\libdemo_main.c                                                                                             | C                |         19 |          0 |          6 |         25 |
| d:\Projects\C\cleonos\cleonos\c\apps\ls_main.c                                                                                                  | C                |        266 |          0 |         79 |        345 |
| d:\Projects\C\cleonos\cleonos\c\apps\memc_kmain.c                                                                                               | C                |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\cleonos\c\apps\memc_main.c                                                                                                | C                |          8 |          0 |          3 |         11 |
| d:\Projects\C\cleonos\cleonos\c\apps\memstat_main.c                                                                                             | C                |         43 |          0 |          9 |         52 |
| d:\Projects\C\cleonos\cleonos\c\apps\mkdir_main.c                                                                                               | C                |         53 |          0 |         13 |         66 |
| d:\Projects\C\cleonos\cleonos\c\apps\mkfsfat32_main.c                                                                                           | C                |        108 |          0 |         27 |        135 |
| d:\Projects\C\cleonos\cleonos\c\apps\mount_main.c                                                                                               | C                |        108 |          0 |         27 |        135 |
| d:\Projects\C\cleonos\cleonos\c\apps\mousedrv_main.c                                                                                            | C                |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\c\apps\mv_main.c                                                                                                  | C                |         98 |          0 |         25 |        123 |
| d:\Projects\C\cleonos\cleonos\c\apps\netdrv_main.c                                                                                              | C                |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\c\apps\nslookup_main.c                                                                                            | C                |        288 |          0 |         66 |        354 |
| d:\Projects\C\cleonos\cleonos\c\apps\partctl_main.c                                                                                             | C                |        378 |          0 |         92 |        470 |
| d:\Projects\C\cleonos\cleonos\c\apps\pcspeakerdrv_main.c                                                                                        | C                |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\c\apps\pid_main.c                                                                                                 | C                |         39 |          0 |          9 |         48 |
| d:\Projects\C\cleonos\cleonos\c\apps\ping_main.c                                                                                                | C                |        150 |          0 |         34 |        184 |
| d:\Projects\C\cleonos\cleonos\c\apps\pkg_main.c                                                                                                 | C                |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\c\apps\procstat_main.c                                                                                            | C                |        202 |          0 |         43 |        245 |
| d:\Projects\C\cleonos\cleonos\c\apps\ps_main.c                                                                                                  | C                |        160 |          0 |         35 |        195 |
| d:\Projects\C\cleonos\cleonos\c\apps\pwd_main.c                                                                                                 | C                |         39 |          0 |          9 |         48 |
| d:\Projects\C\cleonos\cleonos\c\apps\qrcode\qrcodegen.c                                                                                         | C                |        759 |        176 |         96 |      1,031 |
| d:\Projects\C\cleonos\cleonos\c\apps\qrcode\qrcodegen.h                                                                                         | C++              |         62 |        268 |         34 |        364 |
| d:\Projects\C\cleonos\cleonos\c\apps\qrcode_main.c                                                                                              | C                |        565 |          1 |        116 |        682 |
| d:\Projects\C\cleonos\cleonos\c\apps\restart_main.c                                                                                             | C                |         40 |          0 |          9 |         49 |
| d:\Projects\C\cleonos\cleonos\c\apps\rm_main.c                                                                                                  | C                |         53 |          0 |         13 |         66 |
| d:\Projects\C\cleonos\cleonos\c\apps\serialdrv_main.c                                                                                           | C                |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_cmd.c                                                                                          | C                |      2,468 |          4 |        623 |      3,095 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_external.c                                                                                     | C                |        174 |          0 |         57 |        231 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_input.c                                                                                        | C                |        567 |          0 |        148 |        715 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_internal.h                                                                                     | C++              |        100 |          0 |         19 |        119 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_path.c                                                                                         | C                |        154 |          0 |         50 |        204 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_script.c                                                                                       | C                |         35 |          0 |         12 |         47 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell\shell_util.c                                                                                         | C                |        263 |          0 |         77 |        340 |
| d:\Projects\C\cleonos\cleonos\c\apps\shell_main.c                                                                                               | C                |         18 |          0 |          6 |         24 |
| d:\Projects\C\cleonos\cleonos\c\apps\shstat_main.c                                                                                              | C                |         45 |          0 |          9 |         54 |
| d:\Projects\C\cleonos\cleonos\c\apps\shutdown_main.c                                                                                            | C                |         40 |          0 |          9 |         49 |
| d:\Projects\C\cleonos\cleonos\c\apps\sleep_main.c                                                                                               | C                |         52 |          0 |         12 |         64 |
| d:\Projects\C\cleonos\cleonos\c\apps\sort_main.c                                                                                                | C                |        206 |          0 |         62 |        268 |
| d:\Projects\C\cleonos\cleonos\c\apps\spawn_main.c                                                                                               | C                |         76 |          0 |         18 |         94 |
| d:\Projects\C\cleonos\cleonos\c\apps\spin_main.c                                                                                                | C                |         12 |          0 |          4 |         16 |
| d:\Projects\C\cleonos\cleonos\c\apps\stats_main.c                                                                                               | C                |        103 |          0 |         15 |        118 |
| d:\Projects\C\cleonos\cleonos\c\apps\sysstat_main.c                                                                                             | C                |        341 |          0 |         45 |        386 |
| d:\Projects\C\cleonos\cleonos\c\apps\tail_main.c                                                                                                | C                |        191 |          0 |         53 |        244 |
| d:\Projects\C\cleonos\cleonos\c\apps\taskmgr_main.c                                                                                             | C                |        882 |          0 |        155 |      1,037 |
| d:\Projects\C\cleonos\cleonos\c\apps\taskstat_main.c                                                                                            | C                |         43 |          0 |          9 |         52 |
| d:\Projects\C\cleonos\cleonos\c\apps\terminal\terminal.c                                                                                        | C                |      1,548 |          1 |        148 |      1,697 |
| d:\Projects\C\cleonos\cleonos\c\apps\terminal\terminal.h                                                                                        | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\cleonos\c\apps\terminal\terminal_heap.c                                                                                   | C                |          2 |          0 |          1 |          3 |
| d:\Projects\C\cleonos\cleonos\c\apps\terminal_main.c                                                                                            | C                |          7 |          0 |          3 |         10 |
| d:\Projects\C\cleonos\cleonos\c\apps\tls\cleonos_mbedtls_config.h                                                                               | C++              |         59 |          7 |         10 |         76 |
| d:\Projects\C\cleonos\cleonos\c\apps\tls\cleonos_tls.c                                                                                          | C                |        573 |          0 |         99 |        672 |
| d:\Projects\C\cleonos\cleonos\c\apps\tls\cleonos_tls.h                                                                                          | C++              |         28 |          0 |          7 |         35 |
| d:\Projects\C\cleonos\cleonos\c\apps\tls\cleonos_tls_entropy.c                                                                                  | C                |         97 |          0 |         21 |        118 |
| d:\Projects\C\cleonos\cleonos\c\apps\top_main.c                                                                                                 | C                |        193 |          0 |         45 |        238 |
| d:\Projects\C\cleonos\cleonos\c\apps\touch_main.c                                                                                               | C                |         54 |          0 |         13 |         67 |
| d:\Projects\C\cleonos\cleonos\c\apps\tty_main.c                                                                                                 | C                |         64 |          0 |         15 |         79 |
| d:\Projects\C\cleonos\cleonos\c\apps\ttydrv_main.c                                                                                              | C                |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\cleonos\c\apps\tui_main.c                                                                                                 | C                |        351 |          0 |         72 |        423 |
| d:\Projects\C\cleonos\cleonos\c\apps\tuitest_main.c                                                                                             | C                |        142 |          0 |         21 |        163 |
| d:\Projects\C\cleonos\cleonos\c\apps\uniq_main.c                                                                                                | C                |        168 |          0 |         47 |        215 |
| d:\Projects\C\cleonos\cleonos\c\apps\userstat_main.c                                                                                            | C                |         48 |          0 |          9 |         57 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm.h                                                                                                  | C++              |        130 |          0 |         16 |        146 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_app.c                                                                                              | C                |        238 |          0 |         59 |        297 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_events.c                                                                                           | C                |        595 |          0 |        124 |        719 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_heap.c                                                                                             | C                |          2 |          0 |          1 |          3 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_util.c                                                                                             | C                |        166 |          0 |         45 |        211 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm\uwm_window.c                                                                                           | C                |      1,053 |          0 |        173 |      1,226 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm_main.c                                                                                                 | C                |         44 |          0 |         11 |         55 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm_psf_font.h                                                                                             | C++              |        166 |          0 |         45 |        211 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm_uilib\uwm_uilib.c                                                                                      | C                |        301 |          0 |         29 |        330 |
| d:\Projects\C\cleonos\cleonos\c\apps\uwm_uilib_main.c                                                                                           | C                |          9 |          0 |          2 |         11 |
| d:\Projects\C\cleonos\cleonos\c\apps\vim_main.c                                                                                                 | C                |        954 |          5 |        199 |      1,158 |
| d:\Projects\C\cleonos\cleonos\c\apps\wait_main.c                                                                                                | C                |         68 |          0 |         15 |         83 |
| d:\Projects\C\cleonos\cleonos\c\apps\wavplay_main.c                                                                                             | C                |        447 |          0 |        110 |        557 |
| d:\Projects\C\cleonos\cleonos\c\apps\wc_main.c                                                                                                  | C                |        165 |          0 |         44 |        209 |
| d:\Projects\C\cleonos\cleonos\c\apps\wget_heap.c                                                                                                | C                |          2 |          0 |          1 |          3 |
| d:\Projects\C\cleonos\cleonos\c\apps\wget_main.c                                                                                                | C                |        677 |          0 |         82 |        759 |
| d:\Projects\C\cleonos\cleonos\c\apps\write_main.c                                                                                               | C                |         70 |          0 |         15 |         85 |
| d:\Projects\C\cleonos\cleonos\c\apps\yield_main.c                                                                                               | C                |         39 |          0 |          9 |         48 |
| d:\Projects\C\cleonos\cleonos\c\include\cleonos_rust_bridge.h                                                                                   | C++              |          6 |          0 |          4 |         10 |
| d:\Projects\C\cleonos\cleonos\c\include\cleonos_stdio.h                                                                                         | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\include\cleonos_syscall.h                                                                                       | C++              |        407 |          0 |         27 |        434 |
| d:\Projects\C\cleonos\cleonos\c\include\cleonos_tui.h                                                                                           | C++              |         44 |          0 |          8 |         52 |
| d:\Projects\C\cleonos\cleonos\c\include\cleonos_version.h                                                                                       | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\include\ctype.h                                                                                                 | C++              |         14 |          0 |          3 |         17 |
| d:\Projects\C\cleonos\cleonos\c\include\dlfcn.h                                                                                                 | C++              |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\cleonos\c\include\stdio.h                                                                                                 | C++              |         21 |          0 |          7 |         28 |
| d:\Projects\C\cleonos\cleonos\c\include\stdlib.h                                                                                                | C++              |         32 |          0 |         11 |         43 |
| d:\Projects\C\cleonos\cleonos\c\include\string.h                                                                                                | C++              |         25 |          0 |          5 |         30 |
| d:\Projects\C\cleonos\cleonos\c\include\strings.h                                                                                               | C++              |          6 |          0 |          4 |         10 |
| d:\Projects\C\cleonos\cleonos\c\include\uwm_uilib.h                                                                                             | C++              |         39 |          0 |          8 |         47 |
| d:\Projects\C\cleonos\cleonos\c\pkg\README.md                                                                                                   | Markdown         |        255 |          0 |         68 |        323 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_check.c                                                                                                 | C                |        551 |          0 |         74 |        625 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_client.c                                                                                                | C                |         66 |          0 |         11 |         77 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_client.h                                                                                                | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_commands.c                                                                                              | C                |      1,191 |          0 |        181 |      1,372 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_fs.c                                                                                                    | C                |        103 |          0 |         22 |        125 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_install.c                                                                                               | C                |        637 |          0 |        111 |        748 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_internal.h                                                                                              | C++              |        215 |          0 |         15 |        230 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_json.c                                                                                                  | C                |        150 |          0 |         30 |        180 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_manifest.c                                                                                              | C                |        321 |          0 |         68 |        389 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_remote.c                                                                                                | C                |         91 |          0 |         19 |        110 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_sha256.c                                                                                                | C                |        181 |          0 |         25 |        206 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_state.c                                                                                                 | C                |          9 |          0 |          2 |         11 |
| d:\Projects\C\cleonos\cleonos\c\pkg\pkg_util.c                                                                                                  | C                |        186 |          0 |         44 |        230 |
| d:\Projects\C\cleonos\cleonos\c\pkg\server\index.php                                                                                            | PHP              |      1,118 |          0 |        135 |      1,253 |
| d:\Projects\C\cleonos\cleonos\c\pkg\server\sample\apps\hello\main.c                                                                             | C                |          5 |          0 |          2 |          7 |
| d:\Projects\C\cleonos\cleonos\c\pkg\server\scripts\build_sample.sh                                                                              | Shell Script     |         48 |          1 |         11 |         60 |
| d:\Projects\C\cleonos\cleonos\c\src\dlfcn.c                                                                                                     | C                |         33 |          0 |         16 |         49 |
| d:\Projects\C\cleonos\cleonos\c\src\libc_ctype.c                                                                                                | C                |         34 |          0 |         12 |         46 |
| d:\Projects\C\cleonos\cleonos\c\src\libc_stdlib.c                                                                                               | C                |        480 |          0 |        123 |        603 |
| d:\Projects\C\cleonos\cleonos\c\src\libc_string.c                                                                                               | C                |        342 |          0 |        106 |        448 |
| d:\Projects\C\cleonos\cleonos\c\src\libc_strings.c                                                                                              | C                |         59 |          0 |         23 |         82 |
| d:\Projects\C\cleonos\cleonos\c\src\runtime.c                                                                                                   | C                |         41 |          0 |         13 |         54 |
| d:\Projects\C\cleonos\cleonos\c\src\stdio.c                                                                                                     | C                |        570 |          0 |        143 |        713 |
| d:\Projects\C\cleonos\cleonos\c\src\syscall.c                                                                                                   | C                |        404 |          0 |        134 |        538 |
| d:\Projects\C\cleonos\cleonos\c\stub.c                                                                                                          | C                |          3 |          4 |          2 |          9 |
| d:\Projects\C\cleonos\cleonos\rust\src\lib.rs                                                                                                   | Rust             |         23 |          0 |          9 |         32 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\README.md                                                                                 | Markdown         |         51 |          0 |         17 |         68 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\Makefile                                                                      | Makefile         |         34 |          7 |         14 |         55 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\am_map.c                                                                      | C                |        970 |        162 |        224 |      1,356 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\am_map.h                                                                      | C++              |         13 |         24 |         13 |         50 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\config.h                                                                      | C++              |         33 |         34 |         34 |        101 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_englsh.h                                                                    | C++              |        522 |         65 |        107 |        694 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_event.c                                                                     | C                |         22 |         27 |         15 |         64 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_event.h                                                                     | C++              |         43 |         66 |         29 |        138 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_items.c                                                                     | C                |         77 |         38 |         14 |        129 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_items.h                                                                     | C++              |         14 |         18 |         10 |         42 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_iwad.c                                                                      | C                |        509 |        133 |        207 |        849 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_iwad.h                                                                      | C++              |         28 |         16 |          9 |         53 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_loop.c                                                                      | C                |        464 |        169 |        194 |        827 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_loop.h                                                                      | C++              |         23 |         34 |         25 |         82 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_main.c                                                                      | C                |      1,089 |        418 |        339 |      1,846 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_main.h                                                                      | C++              |         11 |         24 |         16 |         51 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_mode.c                                                                      | C                |        150 |         28 |         32 |        210 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_mode.h                                                                      | C++              |         58 |         24 |         17 |         99 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_net.c                                                                       | C                |        158 |         61 |         63 |        282 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_player.h                                                                    | C++              |         82 |         77 |         51 |        210 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_textur.h                                                                    | C++              |         10 |         22 |         12 |         44 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_think.h                                                                     | C++              |         19 |         29 |         21 |         69 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\d_ticcmd.h                                                                    | C++              |         17 |         26 |         14 |         57 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\deh_main.h                                                                    | C++              |         19 |         19 |         11 |         49 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\deh_misc.h                                                                    | C++              |         55 |         17 |         12 |         84 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\deh_str.h                                                                     | C++              |         18 |         17 |         13 |         48 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doom.h                                                                        | C++              |          4 |         27 |         12 |         43 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomdata.h                                                                    | C++              |         93 |         70 |         51 |        214 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomdef.c                                                                     | C                |          1 |         20 |          8 |         29 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomdef.h                                                                     | C++              |         86 |         48 |         35 |        169 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomfeatures.h                                                                | C++              |          6 |         22 |         13 |         41 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric.c                                                                 | C                |         15 |          1 |         12 |         28 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric.h                                                                 | C++              |         31 |          1 |         18 |         50 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric.vcxproj                                                           | XML              |        339 |          0 |          0 |        339 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric_allegro.c                                                         | C                |        319 |         16 |        119 |        454 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric_emscripten.c                                                      | C                |        184 |          5 |         31 |        220 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric_linuxvt.c                                                         | C                |        412 |         39 |         78 |        529 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric_sdl.c                                                             | C                |        173 |          9 |         29 |        211 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric_soso.c                                                            | C                |        217 |          6 |         54 |        277 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric_sosox.c                                                           | C                |        197 |          3 |         48 |        248 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric_win.c                                                             | C                |        171 |          2 |         37 |        210 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomgeneric_xlib.c                                                            | C                |        161 |          7 |         46 |        214 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomkeys.h                                                                    | C++              |         61 |         23 |         14 |         98 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomstat.c                                                                    | C                |          7 |         19 |         10 |         36 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomstat.h                                                                    | C++              |         77 |        108 |         97 |        282 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\doomtype.h                                                                    | C++              |         40 |         35 |         30 |        105 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\dstrings.c                                                                    | C                |         37 |         22 |         15 |         74 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\dstrings.h                                                                    | C++              |          8 |         22 |         12 |         42 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\dummy.c                                                                       | C                |          8 |         30 |         16 |         54 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\f_finale.c                                                                    | C                |        528 |         77 |        114 |        719 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\f_finale.h                                                                    | C++              |          9 |         23 |         14 |         46 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\f_wipe.c                                                                      | C                |        220 |         31 |         44 |        295 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\f_wipe.h                                                                      | C++              |         29 |         22 |         13 |         64 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\g_game.c                                                                      | C                |      1,572 |        319 |        413 |      2,304 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\g_game.h                                                                      | C++              |         29 |         28 |         24 |         81 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\gusconf.c                                                                     | C                |        190 |         24 |         58 |        272 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\gusconf.h                                                                     | C++              |          7 |         16 |          7 |         30 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\hu_lib.c                                                                      | C                |        252 |         32 |         64 |        348 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\hu_lib.h                                                                      | C++              |         77 |         59 |         47 |        183 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\hu_stuff.c                                                                    | C                |        493 |         51 |         98 |        642 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\hu_stuff.h                                                                    | C++              |         21 |         23 |         16 |         60 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_allegromusic.c                                                              | C                |        192 |         38 |         79 |        309 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_allegrosound.c                                                              | C                |        255 |         73 |        106 |        434 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_cdmus.c                                                                     | C                |        159 |         31 |         54 |        244 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_cdmus.h                                                                     | C++              |         20 |         15 |          7 |         42 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_endoom.c                                                                    | C                |         48 |         26 |         28 |        102 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_endoom.h                                                                    | C++              |          4 |         19 |          7 |         30 |
